RUN	SCHEDULE_ID	DOMAIN_SIZES_SET 	 STRATEGY_PLACEMENT 	 STRATEGY_REALLOCATION 	 max. servers 	 avg. srv. count
0	31006	1 	 LowerBoundDemand 	 None 	 39.000000 	 16.474678
0	31101	2 	 LowerBound 	 None 	 48.000000 	 25.611278
0	31101	2 	 LowerBoundDemand 	 None 	 39.000000 	 20.868226
0	31016	1 	 LowerBound 	 None 	 62.000000 	 28.119179
0	31016	1 	 LowerBoundDemand 	 None 	 42.000000 	 18.943286
0	31111	2 	 LowerBound 	 None 	 48.000000 	 25.554784
0	31111	2 	 LowerBoundDemand 	 None 	 39.000000 	 20.838609
0	31121	2 	 LowerBound 	 None 	 51.000000 	 24.643515
0	31121	2 	 LowerBoundDemand 	 None 	 42.000000 	 20.008829
0	30817	1 	 LowerBound 	 None 	 19.000000 	 9.564592
0	30817	1 	 LowerBoundDemand 	 None 	 13.000000 	 6.340274
0	30807	1 	 LowerBound 	 None 	 16.000000 	 9.352817
0	30807	1 	 LowerBoundDemand 	 None 	 11.000000 	 6.233221
0	30902	2 	 LowerBound 	 None 	 18.000000 	 7.996604
0	30902	2 	 LowerBoundDemand 	 None 	 15.000000 	 6.551579
0	30912	2 	 LowerBound 	 None 	 20.000000 	 9.452798
0	30912	2 	 LowerBoundDemand 	 None 	 16.000000 	 7.792962
0	30922	2 	 LowerBound 	 None 	 16.000000 	 7.951872
0	30922	2 	 LowerBoundDemand 	 None 	 13.000000 	 6.506438
0	31007	1 	 LowerBound 	 None 	 47.000000 	 26.222893
0	31007	1 	 LowerBoundDemand 	 None 	 31.000000 	 17.210666
0	31102	2 	 LowerBound 	 None 	 50.000000 	 23.367501
0	31102	2 	 LowerBoundDemand 	 None 	 41.000000 	 19.055141
0	31017	1 	 LowerBound 	 None 	 50.000000 	 27.862101
0	31017	1 	 LowerBoundDemand 	 None 	 33.000000 	 18.278306
0	31112	2 	 LowerBound 	 None 	 53.000000 	 23.315202
0	31112	2 	 LowerBoundDemand 	 None 	 43.000000 	 18.999011
0	31122	2 	 LowerBound 	 None 	 57.000000 	 28.105536
0	31122	2 	 LowerBoundDemand 	 None 	 46.000000 	 22.868895
0	30818	1 	 LowerBound 	 None 	 16.000000 	 9.653848
0	30818	1 	 LowerBoundDemand 	 None 	 12.000000 	 6.627789
0	30808	1 	 LowerBound 	 None 	 21.000000 	 10.803508
0	30808	1 	 LowerBoundDemand 	 None 	 14.000000 	 7.179268
0	30903	2 	 LowerBound 	 None 	 18.000000 	 8.924853
0	30903	2 	 LowerBoundDemand 	 None 	 14.000000 	 7.307634
0	30913	2 	 LowerBound 	 None 	 19.000000 	 9.613831
0	30913	2 	 LowerBoundDemand 	 None 	 15.000000 	 7.875452
0	30923	2 	 LowerBound 	 None 	 16.000000 	 8.838747
0	30923	2 	 LowerBoundDemand 	 None 	 13.000000 	 7.243742
0	31008	1 	 LowerBound 	 None 	 54.000000 	 16.782060
0	31008	1 	 LowerBoundDemand 	 None 	 35.000000 	 10.977566
0	31103	2 	 LowerBound 	 None 	 47.000000 	 22.572181
0	31103	2 	 LowerBoundDemand 	 None 	 38.000000 	 18.327845
0	31018	1 	 LowerBound 	 None 	 65.000000 	 27.223981
0	31018	1 	 LowerBoundDemand 	 None 	 43.000000 	 18.147818
0	31113	2 	 LowerBound 	 None 	 48.000000 	 25.131726
0	31113	2 	 LowerBoundDemand 	 None 	 39.000000 	 20.455527
0	30819	1 	 LowerBound 	 None 	 21.000000 	 10.853880
0	30819	1 	 LowerBoundDemand 	 None 	 16.000000 	 7.460799
0	31123	2 	 LowerBound 	 None 	 46.000000 	 22.297722
0	31123	2 	 LowerBoundDemand 	 None 	 38.000000 	 18.156355
0	30809	1 	 LowerBound 	 None 	 16.000000 	 9.450332
0	30809	1 	 LowerBoundDemand 	 None 	 11.000000 	 6.396110
0	30904	2 	 LowerBound 	 None 	 19.000000 	 8.494915
0	30904	2 	 LowerBoundDemand 	 None 	 15.000000 	 6.983145
0	30914	2 	 LowerBound 	 None 	 23.000000 	 9.419555
0	30914	2 	 LowerBoundDemand 	 None 	 19.000000 	 7.720271
0	30924	2 	 LowerBound 	 None 	 20.000000 	 9.688703
0	30924	2 	 LowerBoundDemand 	 None 	 16.000000 	 7.967240
0	31009	1 	 LowerBound 	 None 	 60.000000 	 31.005468
0	31009	1 	 LowerBoundDemand 	 None 	 39.000000 	 20.363671
0	31104	2 	 LowerBound 	 None 	 56.000000 	 27.346837
0	31104	2 	 LowerBoundDemand 	 None 	 45.000000 	 22.259630
0	31019	1 	 LowerBound 	 None 	 55.000000 	 26.280024
0	31019	1 	 LowerBoundDemand 	 None 	 36.000000 	 17.474576
0	31200	1 	 LowerBound 	 None 	 8.000000 	 2.948061
0	31200	1 	 LowerBoundDemand 	 None 	 5.000000 	 2.201245
0	31114	2 	 LowerBound 	 None 	 56.000000 	 23.382032
0	31114	2 	 LowerBoundDemand 	 None 	 46.000000 	 19.038898
0	31124	2 	 LowerBound 	 None 	 48.000000 	 21.294580
0	31124	2 	 LowerBoundDemand 	 None 	 39.000000 	 17.352179
0	31220	1 	 LowerBound 	 None 	 7.000000 	 2.808646
0	31220	1 	 LowerBoundDemand 	 None 	 5.000000 	 2.093942
0	31210	1 	 LowerBound 	 None 	 9.000000 	 2.869990
0	31210	1 	 LowerBoundDemand 	 None 	 6.000000 	 2.106917
0	31315	2 	 LowerBound 	 None 	 6.000000 	 2.546609
0	31315	2 	 LowerBoundDemand 	 None 	 5.000000 	 2.138506
0	31305	2 	 LowerBound 	 None 	 8.000000 	 3.049641
0	31305	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.542367
0	31400	1 	 LowerBound 	 None 	 23.000000 	 11.440068
0	31400	1 	 LowerBoundDemand 	 None 	 15.000000 	 7.699883
0	31410	1 	 LowerBound 	 None 	 19.000000 	 11.884951
0	31410	1 	 LowerBoundDemand 	 None 	 14.000000 	 8.293721
0	31420	1 	 LowerBound 	 None 	 19.000000 	 9.514373
0	31420	1 	 LowerBoundDemand 	 None 	 12.000000 	 6.555467
0	31201	1 	 LowerBound 	 None 	 8.000000 	 2.658284
0	31201	1 	 LowerBoundDemand 	 None 	 6.000000 	 1.934845
0	31505	2 	 LowerBound 	 None 	 19.000000 	 10.490070
0	31505	2 	 LowerBoundDemand 	 None 	 15.000000 	 8.594885
0	31515	2 	 LowerBound 	 None 	 16.000000 	 9.347993
0	31515	2 	 LowerBoundDemand 	 None 	 13.000000 	 7.685682
0	31221	1 	 LowerBound 	 None 	 8.000000 	 2.549468
0	31221	1 	 LowerBoundDemand 	 None 	 6.000000 	 1.906260
0	31211	1 	 LowerBound 	 None 	 8.000000 	 2.868761
0	31211	1 	 LowerBoundDemand 	 None 	 6.000000 	 2.121185
0	31306	2 	 LowerBound 	 None 	 7.000000 	 2.818058
0	31306	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.397985
0	31316	2 	 LowerBound 	 None 	 8.000000 	 2.662878
0	31316	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.239225
0	31401	1 	 LowerBound 	 None 	 23.000000 	 10.537145
0	31401	1 	 LowerBoundDemand 	 None 	 16.000000 	 7.233562
0	31411	1 	 LowerBound 	 None 	 21.000000 	 10.437688
0	31411	1 	 LowerBoundDemand 	 None 	 14.000000 	 7.066530
0	31421	1 	 LowerBound 	 None 	 19.000000 	 11.713728
0	31421	1 	 LowerBoundDemand 	 None 	 13.000000 	 7.965942
0	31202	1 	 LowerBound 	 None 	 8.000000 	 2.782320
0	31202	1 	 LowerBoundDemand 	 None 	 6.000000 	 2.091326
0	31506	2 	 LowerBound 	 None 	 19.000000 	 10.349847
0	31506	2 	 LowerBoundDemand 	 None 	 16.000000 	 8.459628
0	31516	2 	 LowerBound 	 None 	 16.000000 	 9.217408
0	31516	2 	 LowerBoundDemand 	 None 	 13.000000 	 7.624848
0	31222	1 	 LowerBound 	 None 	 8.000000 	 2.916508
0	31222	1 	 LowerBoundDemand 	 None 	 6.000000 	 2.155669
0	31212	1 	 LowerBound 	 None 	 8.000000 	 2.786068
0	31212	1 	 LowerBoundDemand 	 None 	 5.000000 	 2.072440
0	31317	2 	 LowerBound 	 None 	 7.000000 	 2.780916
0	31317	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.385078
0	31307	2 	 LowerBound 	 None 	 7.000000 	 2.498922
0	31307	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.154297
0	31402	1 	 LowerBound 	 None 	 17.000000 	 9.121012
0	31402	1 	 LowerBoundDemand 	 None 	 13.000000 	 6.154132
0	31412	1 	 LowerBound 	 None 	 20.000000 	 10.341863
0	31412	1 	 LowerBoundDemand 	 None 	 13.000000 	 7.043814
0	31422	1 	 LowerBound 	 None 	 22.000000 	 10.037281
0	31422	1 	 LowerBoundDemand 	 None 	 14.000000 	 6.658043
0	31203	1 	 LowerBound 	 None 	 9.000000 	 2.999832
0	31203	1 	 LowerBoundDemand 	 None 	 7.000000 	 2.213356
0	31507	2 	 LowerBound 	 None 	 20.000000 	 10.651286
0	31507	2 	 LowerBoundDemand 	 None 	 16.000000 	 8.751164
0	31517	2 	 LowerBound 	 None 	 16.000000 	 9.525707
0	31517	2 	 LowerBoundDemand 	 None 	 13.000000 	 7.804131
0	31223	1 	 LowerBound 	 None 	 8.000000 	 3.191554
0	31223	1 	 LowerBoundDemand 	 None 	 6.000000 	 2.319252
0	31213	1 	 LowerBound 	 None 	 7.000000 	 3.079040
0	31213	1 	 LowerBoundDemand 	 None 	 5.000000 	 2.226797
0	31318	2 	 LowerBound 	 None 	 8.000000 	 2.834667
0	31318	2 	 LowerBoundDemand 	 None 	 7.000000 	 2.374281
0	31308	2 	 LowerBound 	 None 	 8.000000 	 2.884041
0	31308	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.418505
0	31403	1 	 LowerBound 	 None 	 22.000000 	 10.998709
0	31403	1 	 LowerBoundDemand 	 None 	 15.000000 	 7.266571
0	31413	1 	 LowerBound 	 None 	 19.000000 	 10.719019
0	31413	1 	 LowerBoundDemand 	 None 	 13.000000 	 7.214312
0	31423	1 	 LowerBound 	 None 	 20.000000 	 10.912968
0	31423	1 	 LowerBoundDemand 	 None 	 14.000000 	 7.497579
0	31204	1 	 LowerBound 	 None 	 8.000000 	 3.007807
0	31204	1 	 LowerBoundDemand 	 None 	 6.000000 	 2.177175
0	31508	2 	 LowerBound 	 None 	 21.000000 	 10.224141
0	31508	2 	 LowerBoundDemand 	 None 	 17.000000 	 8.348913
0	31518	2 	 LowerBound 	 None 	 17.000000 	 10.299748
0	31518	2 	 LowerBoundDemand 	 None 	 14.000000 	 8.441163
0	31224	1 	 LowerBound 	 None 	 9.000000 	 2.869426
0	31224	1 	 LowerBoundDemand 	 None 	 6.000000 	 2.083940
0	31214	1 	 LowerBound 	 None 	 7.000000 	 2.772956
0	31214	1 	 LowerBoundDemand 	 None 	 5.000000 	 2.045015
0	31319	2 	 LowerBound 	 None 	 7.000000 	 2.667875
0	31319	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.219935
0	31309	2 	 LowerBound 	 None 	 8.000000 	 2.887130
0	31309	2 	 LowerBoundDemand 	 None 	 7.000000 	 2.437629
0	31404	1 	 LowerBound 	 None 	 21.000000 	 11.524426
0	31404	1 	 LowerBoundDemand 	 None 	 15.000000 	 7.964913
0	31414	1 	 LowerBound 	 None 	 25.000000 	 12.822603
0	31414	1 	 LowerBoundDemand 	 None 	 18.000000 	 8.724206
0	31424	1 	 LowerBound 	 None 	 17.000000 	 9.573992
0	31424	1 	 LowerBoundDemand 	 None 	 12.000000 	 6.513016
0	31205	1 	 LowerBound 	 None 	 8.000000 	 2.604961
0	31205	1 	 LowerBoundDemand 	 None 	 5.000000 	 1.897768
0	31509	2 	 LowerBound 	 None 	 20.000000 	 9.551323
0	31509	2 	 LowerBoundDemand 	 None 	 16.000000 	 7.813731
0	31519	2 	 LowerBound 	 None 	 16.000000 	 9.000193
0	31519	2 	 LowerBoundDemand 	 None 	 13.000000 	 7.426340
0	31215	1 	 LowerBound 	 None 	 7.000000 	 2.846778
0	31215	1 	 LowerBoundDemand 	 None 	 5.000000 	 2.099364
0	31300	2 	 LowerBound 	 None 	 8.000000 	 2.418923
0	31300	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.052771
0	31320	2 	 LowerBound 	 None 	 8.000000 	 2.779973
0	31320	2 	 LowerBoundDemand 	 None 	 7.000000 	 2.371307
0	31310	2 	 LowerBound 	 None 	 8.000000 	 2.899130
0	31310	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.456746
0	31405	1 	 LowerBound 	 None 	 17.000000 	 9.572502
0	31405	1 	 LowerBoundDemand 	 None 	 11.000000 	 6.387886
0	31415	1 	 LowerBound 	 None 	 20.000000 	 11.120479
0	31415	1 	 LowerBoundDemand 	 None 	 14.000000 	 7.457094
0	31500	2 	 LowerBound 	 None 	 20.000000 	 10.408000
0	31500	2 	 LowerBoundDemand 	 None 	 16.000000 	 8.539584
0	31206	1 	 LowerBound 	 None 	 8.000000 	 2.564571
0	31206	1 	 LowerBoundDemand 	 None 	 6.000000 	 1.936488
0	31510	2 	 LowerBound 	 None 	 20.000000 	 10.030981
0	31510	2 	 LowerBoundDemand 	 None 	 16.000000 	 8.234851
0	31216	1 	 LowerBound 	 None 	 8.000000 	 2.999352
0	31216	1 	 LowerBoundDemand 	 None 	 6.000000 	 2.253996
0	31520	2 	 LowerBound 	 None 	 17.000000 	 9.305508
0	31520	2 	 LowerBoundDemand 	 None 	 14.000000 	 7.633490
0	31301	2 	 LowerBound 	 None 	 8.000000 	 2.679491
0	31301	2 	 LowerBoundDemand 	 None 	 7.000000 	 2.274873
0	31321	2 	 LowerBound 	 None 	 7.000000 	 2.653771
0	31321	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.265456
0	31311	2 	 LowerBound 	 None 	 7.000000 	 2.677395
0	31311	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.257664
0	31406	1 	 LowerBound 	 None 	 20.000000 	 10.995996
0	31406	1 	 LowerBoundDemand 	 None 	 14.000000 	 7.527217
0	31416	1 	 LowerBound 	 None 	 19.000000 	 9.822419
0	31416	1 	 LowerBoundDemand 	 None 	 13.000000 	 6.538821
0	31501	2 	 LowerBound 	 None 	 19.000000 	 9.276379
0	31501	2 	 LowerBoundDemand 	 None 	 15.000000 	 7.602886
0	31207	1 	 LowerBound 	 None 	 9.000000 	 2.755617
0	31207	1 	 LowerBoundDemand 	 None 	 7.000000 	 2.054868
0	31511	2 	 LowerBound 	 None 	 18.000000 	 9.563686
0	31511	2 	 LowerBoundDemand 	 None 	 14.000000 	 7.840873
0	31302	2 	 LowerBound 	 None 	 7.000000 	 2.625216
0	31302	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.205608
0	31521	2 	 LowerBound 	 None 	 19.000000 	 10.413494
0	31521	2 	 LowerBoundDemand 	 None 	 16.000000 	 8.542015
0	31217	1 	 LowerBound 	 None 	 8.000000 	 3.034085
0	31217	1 	 LowerBoundDemand 	 None 	 6.000000 	 2.229320
0	31312	2 	 LowerBound 	 None 	 7.000000 	 2.702899
0	31312	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.280285
0	31322	2 	 LowerBound 	 None 	 7.000000 	 2.768197
0	31322	2 	 LowerBoundDemand 	 None 	 5.000000 	 2.350927
0	31407	1 	 LowerBound 	 None 	 18.000000 	 10.302787
0	31407	1 	 LowerBoundDemand 	 None 	 12.000000 	 6.845814
0	31417	1 	 LowerBound 	 None 	 21.000000 	 9.535838
0	31417	1 	 LowerBoundDemand 	 None 	 15.000000 	 6.470907
0	31208	1 	 LowerBound 	 None 	 7.000000 	 2.982142
0	31208	1 	 LowerBoundDemand 	 None 	 5.000000 	 2.168851
0	31502	2 	 LowerBound 	 None 	 21.000000 	 10.156580
0	31502	2 	 LowerBoundDemand 	 None 	 17.000000 	 8.344132
0	31512	2 	 LowerBound 	 None 	 23.000000 	 9.991434
0	31512	2 	 LowerBoundDemand 	 None 	 19.000000 	 8.214262
0	31303	2 	 LowerBound 	 None 	 7.000000 	 2.673522
0	31303	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.278451
0	31218	1 	 LowerBound 	 None 	 9.000000 	 3.061606
0	31218	1 	 LowerBoundDemand 	 None 	 6.000000 	 2.267996
0	31522	2 	 LowerBound 	 None 	 19.000000 	 9.897221
0	31522	2 	 LowerBoundDemand 	 None 	 15.000000 	 8.112071
0	31313	2 	 LowerBound 	 None 	 6.000000 	 2.349385
0	31313	2 	 LowerBoundDemand 	 None 	 5.000000 	 2.000869
0	31323	2 	 LowerBound 	 None 	 8.000000 	 2.665168
0	31323	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.232888
0	31418	1 	 LowerBound 	 None 	 19.000000 	 9.436539
0	31418	1 	 LowerBoundDemand 	 None 	 15.000000 	 6.260045
0	31408	1 	 LowerBound 	 None 	 24.000000 	 11.393394
0	31408	1 	 LowerBoundDemand 	 None 	 16.000000 	 7.590864
0	31209	1 	 LowerBound 	 None 	 8.000000 	 3.215027
0	31209	1 	 LowerBoundDemand 	 None 	 5.000000 	 2.309705
0	31503	2 	 LowerBound 	 None 	 17.000000 	 9.423420
0	31503	2 	 LowerBoundDemand 	 None 	 14.000000 	 7.706815
0	31513	2 	 LowerBound 	 None 	 17.000000 	 8.226778
0	31513	2 	 LowerBoundDemand 	 None 	 14.000000 	 6.749447
0	31304	2 	 LowerBound 	 None 	 8.000000 	 2.793730
0	31304	2 	 LowerBoundDemand 	 None 	 7.000000 	 2.369742
0	31219	1 	 LowerBound 	 None 	 9.000000 	 2.924129
0	31219	1 	 LowerBoundDemand 	 None 	 7.000000 	 2.166079
0	31324	2 	 LowerBound 	 None 	 7.000000 	 2.838221
0	31324	2 	 LowerBoundDemand 	 None 	 6.000000 	 2.399887
0	31523	2 	 LowerBound 	 None 	 16.000000 	 9.458751
0	31523	2 	 LowerBoundDemand 	 None 	 13.000000 	 7.729294
0	31314	2 	 LowerBound 	 None 	 9.000000 	 2.691824
0	31314	2 	 LowerBoundDemand 	 None 	 8.000000 	 2.287007
0	31409	1 	 LowerBound 	 None 	 18.000000 	 10.990043
0	31409	1 	 LowerBoundDemand 	 None 	 12.000000 	 7.418417
0	31419	1 	 LowerBound 	 None 	 23.000000 	 11.648165
0	31419	1 	 LowerBoundDemand 	 None 	 16.000000 	 7.806893
0	31504	2 	 LowerBound 	 None 	 19.000000 	 9.541985
0	31504	2 	 LowerBoundDemand 	 None 	 16.000000 	 7.808460
0	31514	2 	 LowerBound 	 None 	 20.000000 	 9.723502
0	31514	2 	 LowerBoundDemand 	 None 	 16.000000 	 8.002767
0	31524	2 	 LowerBound 	 None 	 20.000000 	 10.981880
0	31524	2 	 LowerBoundDemand 	 None 	 17.000000 	 9.010408
