22.203826,1026.212
2.76625,-3.8728
2.803074,-4.5366
2.803074,-1.5861
2.803252,-0.295
2.76625,-0.4426
2.803074,-0.7377
2.803074,-1.2172
2.80334,-4.8686
2.802986,-24.04774
2.76625,-6.74965
2.802986,-4.79512
2.803428,-2.213
2.802986,-0.62673
2.802986,-0.95911
2.76625,-0.84846
2.803428,-1.03259
2.802986,-1.29106
2.802986,-0.95868
2.803428,-1.62301
2.76625,-1.40171
2.802986,-0.8852
2.802986,-0.58999
2.803428,-0.58999
2.802986,-0.59042
2.76625,-0.6639
2.802986,-0.62673
2.803428,-0.73781
2.802986,-0.84846
2.80299,-0.25804
2.76625,-0.62716
2.80342,-1.1065
2.80299,-0.81129
2.80299,-0.73781
2.80342,-0.62673
2.76625,-0.70107
2.80299,-0.58999
2.80299,-0.84846
2.80342,-0.81129
2.80299,-1.06976
2.76625,-1.7704
2.80299,-0.92194
2.80342,-1.36454
2.80299,-1.21715
2.80299,-0.81172
2.76625,-1.3278
2.80342,-1.21715
2.80299,-1.14324
2.80299,-1.40171
2.80342,-0.81129
2.76625,-0.47934
2.80299,-0.77455
2.80299,-0.62716
2.80342,-0.0739